transaction_id,timestamp,amount,merchant_category,customer_id,customer_age,customer_location,device_type,previous_transactions,is_fraud
fa3eb720-b83d-453b-b379-f343056232f3,2024-01-07 13:06:38,51.22,fashion,cf7d9747-8fc3-4f31-8ae4-62252125c632,33,TX,tablet,6,0
141d88a8-e9b4-4218-8e31-fc9554e84fa2,2022-06-26 15:19:07,61.99,electronics,46fb87aa-97b7-4853-8dac-4a9c2b097cf4,33,CA,tablet,1,0
3d5613a5-c476-41de-ad6a-edb5036e5b33,2024-04-07 18:36:46,294.28,fashion,51c9d241-8776-4f4f-8e92-dd2acce108af,68,NY,tablet,3,0
3ec54773-2a37-48be-a321-fd957c3a9d80,2024-09-17 14:30:05,16.65,electronics,19f885bf-c6e9-4ed2-a92d-7a73b15f702d,69,CA,mobile,1,0
c79a7197-ed75-422a-b8db-e63e824b1c13,2023-02-05 21:14:17,88.24,grocery,a7024166-1d82-46ec-b071-abf7d5fa08f6,37,IL,mobile,5,0
c4179b19-75b9-4ead-9e99-c4c97295ac4c,2024-11-10 11:55:54,70.5,fuel,384b39eb-e0b3-4e98-949b-40de6dec8a38,58,CA,mobile,4,0
ea884241-8131-44ad-85fc-751c663e92ac,2024-06-30 22:52:40,94.53,entertainment,0dc3086c-cd48-4c5d-958d-8bd51369533c,65,NY,desktop,2,0
ee53d62a-e1da-414b-b978-435a21218c5a,2023-03-24 19:21:02,1.83,fuel,b5cf8b65-3f3a-402b-bf95-5ba4d499201f,44,CA,tablet,3,0
4fc4b81b-af4a-418a-9c51-60790ded2d28,2022-10-01 16:10:40,205.67,fuel,72495797-d873-42ac-9f48-703bada87fa1,56,CA,mobile,2,0
b07aef74-3ffc-4528-ae6f-43624ef0b99b,2024-11-27 02:07:17,269.0,fuel,621361ab-ad13-4e5f-84e5-be16d83b3a48,30,CA,desktop,2,0
adb1ce53-171a-4aed-adb5-789d19b9bf92,2022-09-18 05:27:44,83.27,electronics,eb8d8136-e5a6-4e81-8c5e-c78387dfeabb,21,FL,mobile,5,0
4eb12043-b28e-488d-8692-14afcbea2d23,2024-09-03 16:13:21,119.29,electronics,8c21eaab-6d01-4075-95ce-f33e99ad2d64,49,FL,desktop,1,0
94a03ee9-b4c2-432e-be80-e7f94c2cfe8b,2024-07-16 18:26:03,255.75,entertainment,3b8b19aa-1482-48e7-9a1c-0e8b29a21911,62,CA,tablet,2,0
d15bcb9e-6544-46c0-a876-edd5efc7eb28,2022-07-20 00:44:08,122.84,electronics,41575312-691c-4cbe-87c7-d6939e3c9bbb,57,NY,mobile,5,0
b0c8e8e0-25ec-4a47-9ec9-ff9d7df5c5bd,2023-02-18 22:36:00,16.55,electronics,b0d58de6-c631-4bde-b736-fe98890b567a,51,NY,tablet,3,0
9651fb5e-1cd7-4b75-9a93-8175b209e02b,2024-03-11 21:30:43,85.87,electronics,7e4b480e-ce58-4d40-8e4d-451e0ff5187e,56,NY,mobile,5,0
9062f5e1-5aba-45da-951a-947f758bf4b6,2024-08-15 16:40:08,93.32,electronics,f389f85b-80fe-4a0f-9d24-6d8a8c16ec95,60,NY,desktop,1,0
bedc46c2-f260-412a-9040-855c982a3907,2023-03-01 10:52:56,55.19,grocery,7335917f-4a51-4b20-86cd-73b6afd6cc70,34,TX,tablet,3,0
56a74ae0-d06f-4557-bb42-72a13ef05079,2024-02-18 12:34:37,133.35,entertainment,7f71ada7-89e5-424a-aab3-1d61ae9e0079,41,CA,mobile,5,0
45776daa-5098-45d5-8c50-065490ad9df2,2024-06-28 18:27:08,272.37,electronics,cc7a2478-ad57-4c17-9ef4-74ed1f69a230,46,CA,mobile,4,1
e02d60e1-b2f2-40f4-8f5e-70c72f33c090,2023-11-26 03:37:46,259.79,entertainment,a5fc5771-bda4-4650-adf0-798932614689,63,TX,tablet,2,0
843062bb-3335-4a01-9844-794dfbb2033a,2024-08-18 21:19:09,59.94,fashion,ec6a243a-cd9f-4d4d-a731-d962da340e8e,45,NY,desktop,2,0
843fc132-d5f9-4d01-8336-530a0f740824,2023-02-04 11:24:57,12.02,grocery,df0be1b6-2fa0-4cda-8131-9715d378b20c,62,IL,tablet,3,0
dfcbadec-b20c-4dfa-b54f-b105a3099371,2024-11-17 21:28:19,418.92,electronics,2d30a886-b9c5-4e1d-9ee2-9bbf8bef35a8,64,IL,mobile,3,0
192dcaeb-f9cd-43b9-a8e1-dbf250dec71a,2024-06-27 19:20:19,182.57,grocery,74dee731-153a-413d-9810-743fd2bd6788,39,TX,tablet,5,0
87ef18e1-a0e7-4f23-9afb-9ee2c940ebcd,2024-02-27 04:03:08,13.31,grocery,89859ca6-8e75-49b6-9bc4-5963bf37d65d,45,IL,tablet,3,0
1f94a826-54f4-4a87-bb76-cae1ee74a7fa,2023-01-31 12:43:06,253.63,fashion,7c8b043b-fd0b-42ee-9ccc-47c6c594a9b3,42,FL,desktop,2,0
cbb9b8a7-f89a-4d59-8672-9f97522cac1f,2023-03-07 10:24:05,203.94,entertainment,aa263cdf-fb1a-4f94-9099-3aefbc345b11,58,CA,desktop,6,0
40d8aa81-b22a-4b48-b388-ad5c9baba02c,2023-08-23 02:03:58,73.16,grocery,ca952e70-ae26-424c-a1df-a4240d56b143,20,IL,tablet,5,0
d5d76418-73dc-4197-a16e-3406f985029b,2022-08-12 16:20:51,89.47,fuel,0e00aea2-7b5c-4354-8e1f-ee9e979d4c17,30,FL,desktop,4,0
0a32eb68-2ed5-437d-8bad-2b6ba773b2ca,2023-02-17 23:05:34,50.92,fashion,d93bf410-5d14-4e67-b34b-c9371533bc0e,48,CA,desktop,3,0
061a9022-1c56-4442-8c47-9261f4b4af16,2024-03-17 23:03:50,5.63,fuel,12ed2831-b9e6-4378-93ea-5892a1a5e115,30,FL,mobile,5,0
d0a08107-e143-4838-9026-5b57ce59614e,2022-07-12 13:39:00,40.83,fashion,8da3345c-7e21-4507-8e53-a09d831e9a80,58,CA,desktop,6,0
43c86a51-8a16-4941-9ab3-c119533bd17c,2023-09-28 00:17:10,162.38,fuel,efa72029-b5ba-4aea-8bbe-6107c40d52f8,35,CA,tablet,0,0
f4d0e88d-eb1f-45f0-89d0-e489f94e0156,2022-09-14 11:55:19,0.46,fuel,2b96a08f-e9e7-44cf-9a91-86fc5e503e3c,54,IL,tablet,6,0
cc52635f-3756-4fda-ba50-43d397e8af91,2024-04-08 09:16:40,40.57,grocery,bc651ee5-ffa9-469a-8dcd-d358e4e57498,60,TX,mobile,2,0
ad7b2489-6235-4318-bc94-3c1cc4d35c03,2023-10-10 14:36:53,50.78,grocery,50b1caf5-07bc-4cd0-909a-c3d415351350,51,IL,mobile,3,0
ee005fea-9bf0-4711-b91d-b828b59b5a1b,2022-08-29 05:59:35,77.09,fashion,3b529652-c0e3-49df-a78a-2a198376870a,34,NY,mobile,5,0
6edeebc4-6f05-44f9-bea7-c62379886c46,2023-02-22 04:56:31,252.39,entertainment,2974093c-6d7b-4c9d-9bbc-7b246c8e90b5,69,FL,tablet,3,0
45850305-72c0-4147-afca-b263d9a98af5,2023-05-03 19:17:10,42.52,grocery,b65df5ba-e4a9-4caa-8907-11d6c1b1c400,38,NY,tablet,3,0
47dfc95c-772b-4890-924d-3db474989d01,2024-04-16 21:38:51,42.61,grocery,fd327eea-621a-468c-be59-457b30c1173e,53,CA,desktop,4,0
2fd7e05b-1ac9-46c8-98c6-f448c2fc8ff2,2022-12-05 07:55:38,133.75,electronics,7e979d52-30de-4452-a512-84ab93e4c5ec,67,IL,mobile,2,0
ba4df6d2-baa3-4dc0-8908-1959bb9ddba8,2022-11-08 06:41:02,60.19,grocery,6a65354b-1e2b-4f1b-b1ea-1b36329a7f8c,69,NY,desktop,4,0
5fb4c0a8-4622-4424-97d7-426373ef6fe9,2024-09-21 15:30:42,25.44,entertainment,442674cf-c870-40bc-85ed-00db7825a57d,57,NY,desktop,1,0
11533b5c-e7c9-4b95-a95b-c8d7d92538dc,2024-08-04 06:41:24,60.23,electronics,add32464-801a-443d-932a-d35f3d4acc62,36,NY,tablet,5,0
e3c22882-da1b-4c69-867e-52c7dc3deb9b,2022-05-24 21:55:07,15.18,fuel,d4d71c14-4711-4f26-af12-5ab47901285c,29,CA,desktop,2,0
4aa1c35f-93e4-4787-a4ba-309dc2dd0c0c,2024-05-07 07:27:09,19.41,fuel,03f23b73-5d78-4b3e-af3e-0980d8b35d31,45,CA,mobile,2,0
307c6860-12fa-4ca2-9698-15d1df9ce7fa,2024-09-28 02:43:37,68.99,electronics,758e4ce2-3d38-4981-84c0-a9043c52f6c6,28,CA,mobile,6,0
d65991e3-8a18-4a86-8f2f-f7586f6bfa10,2024-11-27 11:43:01,54.29,electronics,17d3664f-52ac-428f-8b00-dff5aae6da6f,65,NY,tablet,3,0
3fa49529-e6f3-42e2-a49a-fca5d813c84e,2022-12-29 05:10:34,246.33,electronics,a7b3091f-6e43-41f0-9851-eb0cbe07be11,54,FL,tablet,2,0
0f0e9fd7-5281-4af9-af4d-d2fb499c27e0,2023-09-21 19:23:12,45.0,fashion,63170fdb-980c-49e1-ab89-629c60037f17,45,IL,tablet,2,0
caffcfe7-2187-4f31-9935-9df3f0433416,2022-03-09 12:12:50,86.89,entertainment,836824d5-d193-4ddc-9767-0472ae331284,52,IL,mobile,3,1
53797d1c-0d6d-42c6-803c-453328a4b0c8,2024-08-14 01:04:05,100.04,entertainment,4936e4cb-fba2-4470-a94a-48c1380006da,61,CA,tablet,4,0
91999992-8e4e-4738-a572-f6355c2d2f0a,2023-11-26 14:15:38,1.32,fuel,2228873c-bd18-4088-8ec8-bd5b199f0468,32,NY,mobile,2,0
ab6a8334-6e57-43d2-9003-1c3c115ac35e,2024-11-29 19:28:34,108.93,fuel,b94f1eec-2dd6-418d-9b8c-a607b2747713,33,FL,desktop,5,0
dcee9fd6-63fe-42df-8717-eeb47146586b,2022-02-14 12:22:46,19.61,fuel,b1e5bd56-c6eb-43fb-8c55-3bf3b76db3ea,62,TX,tablet,1,0
c39db07a-6baf-4aa5-a08d-31d2d3c8c991,2022-04-21 18:58:26,324.6,grocery,dd9abac6-af01-4ed9-b90d-7814e7ffe4f0,24,CA,tablet,3,0
d812bb50-ea96-447c-8eba-e237d422e8da,2024-03-21 12:47:02,16.09,fuel,30ff10fe-7a2d-45f7-b24e-8a278bb1c7b9,64,TX,tablet,2,0
4529cfde-7d01-40cd-9b9a-980858fdd1d9,2022-11-04 16:23:18,53.55,electronics,8dbbd6c5-a7dd-442f-854a-db51159b98d8,20,IL,mobile,3,0
8ee63d45-0073-4945-bd18-f9ff3a6bd1dc,2022-11-22 03:26:47,8.92,fuel,7aaabc24-0e49-432b-8cb2-6b61008cdcc3,48,IL,desktop,2,0
67dc1861-4052-4724-b0fc-f8de49405d23,2022-03-14 11:38:04,576.81,electronics,ae49a29b-4f4c-4922-b182-ade84c4208e9,29,FL,tablet,6,0
a8db8111-d374-4e01-bb6a-ef4911b96b5e,2024-09-27 18:26:05,69.75,fashion,3a81087e-3a5f-421f-b2ae-c8969f3d5e0d,25,FL,desktop,2,0
6b8c0dad-a06e-4cc3-9181-9c149a78f18d,2024-11-08 23:43:21,90.48,grocery,c894bdf8-4801-493a-8dd5-b3c143288b9d,42,TX,tablet,3,0
5e4dac0c-1ec0-4f67-90f0-be45714b0cbd,2023-07-24 09:04:22,6.94,grocery,2c8e2248-8d9e-4b25-a80c-4d7c3bc0cf86,61,IL,mobile,4,0
ca32e6d7-d4f7-4c71-8c63-2cbabb743673,2023-11-16 16:03:33,138.61,entertainment,c25b0300-47ce-44e2-ae22-29a978a1e45e,67,FL,desktop,3,0
4c01542f-5a1f-4065-aa2c-2fa44c441cc2,2023-06-27 15:47:25,23.56,fashion,99e04470-5798-47b3-8064-bbe236e8b70c,52,FL,desktop,5,0
f933c2b9-ce07-428e-845b-4fd7677158a5,2024-07-12 17:32:57,228.33,electronics,c0c5bea4-30f0-4fbc-8399-c847bc04eb0b,29,IL,tablet,3,0
25eac0f3-0386-4a23-af7b-c2a0f03e1001,2024-04-27 01:51:39,22.96,fashion,eab372cb-6c3b-4bf6-a16f-533fe4d2ba6f,38,IL,desktop,5,0
71f50cf1-3428-4a47-a6cf-7d64b96a803d,2023-03-06 01:13:31,21.16,grocery,69400b1b-2369-4de8-a960-da1c7ebc1c2b,43,NY,mobile,3,0
d5ba70c2-5e6a-4766-a0ec-bc504a0a5536,2022-02-10 23:54:52,3.72,electronics,9e2e1edd-c917-4947-a8ee-4efb3bbacd3c,19,FL,desktop,2,0
a48d0166-0a84-46b9-a55a-4dbe1eb741c2,2024-02-04 10:17:17,63.88,fashion,96294dd2-39a5-4615-be0f-5fff456e0a89,31,TX,desktop,1,0
7d11cb72-eba1-492f-91ba-ae88c9e64845,2023-07-08 00:00:58,83.2,grocery,1251a81c-8af0-4661-9b73-c00d3dc888e6,63,CA,desktop,1,0
3a3b43f8-6807-4e98-83b6-3d5bb50c2375,2022-12-17 13:26:57,6.8,electronics,6ea98fb3-bb21-43a4-a656-9a59ffc871d6,21,CA,desktop,0,0
82d1f88b-4c83-41d2-8d9a-569ae59f1f4b,2024-04-11 08:10:28,149.4,electronics,f8903180-3a28-487e-a5a0-81b797737ab0,34,IL,tablet,3,0
4d50768d-745e-4b46-984a-87976ff44b64,2024-09-23 01:00:31,60.38,grocery,74d9ffb3-0dbf-49d0-b440-147d4ca00be9,64,TX,tablet,2,0
1e4b40bf-5ee4-46f6-856f-3d993826b630,2024-10-19 15:16:56,74.32,electronics,13f4ea9a-bc70-42d7-820c-e9ba60932fa8,65,NY,desktop,2,0
bf1d1f25-ef1e-4e23-8c92-896079adfa12,2022-01-25 02:06:42,58.12,grocery,06415bc1-1178-46c8-9ece-3defe706ca13,22,FL,desktop,1,0
6a2971cd-387f-4642-9002-75a5195a2471,2023-05-15 12:39:12,51.21,fuel,12ef1723-2b19-4ce5-8c2e-76636182f0fb,41,NY,mobile,4,0
07004275-d4e4-47c8-9531-a1b9afe76b82,2022-10-19 02:25:33,82.02,fuel,b4299275-1e6e-4e5b-9c27-6eb1fa2f6d33,66,TX,tablet,4,0
42187fe9-da8d-42da-a4e1-544f17131748,2023-03-22 17:54:46,16.87,electronics,456728ac-4b17-4f37-83c0-61cde403bc39,24,NY,tablet,6,0
3bc7cd0a-cec2-4ece-a367-302f14177149,2023-07-30 03:37:27,20.08,electronics,7d2589d7-1ad5-41e9-aac8-6c88d95222ff,40,IL,tablet,1,0
9e3aa3a3-b2ec-4d79-a441-f35c23e82578,2022-02-20 18:08:15,197.89,grocery,77bcdfdb-a4ee-475c-9905-4d846fb022c9,64,CA,desktop,3,0
0d8ccf7c-2fbe-4506-8b99-9f788e175e19,2023-09-12 16:13:01,292.09,electronics,0815c4ba-cbb1-49d4-b2e7-b503eda5399b,34,IL,tablet,0,0
9c39b2bd-a7ff-4c66-8606-5b8fda4235d6,2023-04-30 22:39:49,46.73,entertainment,bd9b39bc-7b44-483c-b7c8-229b3a93f684,29,FL,mobile,1,0
af8405d7-f1e2-411f-873b-01c5db92ab01,2022-08-21 09:38:28,31.57,fuel,af774e2a-d95b-4e9b-b0c5-f34527f279dd,28,IL,mobile,8,0
7f774d9a-49ab-44c9-ab78-168ddb7728ed,2024-02-18 05:20:05,103.28,electronics,354d0357-2f49-4bea-b14c-baed1eb77186,68,TX,mobile,3,0
a3f37fa2-734b-4da4-a887-f0e2452f44ff,2022-11-30 03:34:22,52.55,electronics,ec8cbfc0-5958-4655-8dc6-f2f91ee9588a,28,TX,mobile,2,0
2f2e52d4-59be-4664-801d-2cb761c827d3,2024-11-16 15:06:12,2.57,fashion,c67497fb-43d6-4dae-8770-31d86f101ad5,51,FL,mobile,2,0
b205e975-4445-4a54-95f4-019ed4e65f91,2022-09-10 06:36:53,16.98,electronics,7ad23e5d-1ceb-4be8-be27-6d9e3b9a56f6,64,FL,tablet,2,0
1b71b45c-ed10-4893-8b40-2205d854a23e,2022-04-19 10:18:22,125.87,entertainment,4300ccd0-e577-49c3-a17b-2528019c32ee,54,CA,desktop,3,0
e69ba4cf-3195-4091-9d63-3e78ca5d859b,2022-12-26 09:43:07,107.56,fuel,991ec761-f27a-4290-baba-ed7f1f1d05e5,67,NY,desktop,4,0
6fa5ac0a-6718-4482-8b08-762176af37a2,2022-11-21 05:30:24,2.75,fashion,aee65f06-e79d-4db4-a93f-83ea27a4d142,46,CA,desktop,1,0
18b65ee2-2e30-4d79-b08c-925e78702c9f,2023-06-01 00:57:14,25.1,grocery,67ff1414-b401-44e6-9352-ec930c73899c,65,IL,desktop,5,0
2a07ed01-88e8-4a2d-8096-d91f28117b45,2024-01-15 03:46:51,26.28,grocery,372660fb-46d0-4d40-af14-eaef098a1b9a,53,NY,tablet,5,0
2350439d-5f49-4bc5-a871-70e7de2f5ddf,2023-09-17 03:22:19,111.44,fuel,450b6724-e852-4d5a-ae49-0fc42f9d9cdb,44,FL,tablet,4,0
a685313d-ee27-4054-803c-01a3e1e57537,2023-01-21 18:31:47,1.99,grocery,7236050a-4a35-49b8-be94-171831ce9cc7,59,TX,tablet,1,0
171b091f-edae-4447-b3e6-cd8cf14f72d9,2022-05-28 23:40:08,10.99,entertainment,99f0a567-9537-4f42-9d69-0e55da7bb635,39,IL,mobile,6,0
199394fb-ab15-46df-829c-27973cf023e3,2023-11-12 21:03:11,160.9,electronics,6ee17350-7e0a-48c1-9f42-9c92843cf20a,19,CA,desktop,1,0
e16ec977-e11f-4ab9-b7b6-172c1dc59787,2024-02-01 16:00:58,19.67,fuel,85dceee4-e8b4-4927-a559-ce5d6f56341f,64,FL,tablet,5,0
525f368f-c978-4200-9385-32161ca2a162,2024-07-16 16:09:12,105.77,fashion,44ca91b5-05ed-4803-a04d-75b4f53d2f45,53,NY,tablet,3,0
263d2812-6a28-4111-89ca-e1df6e647992,2022-04-16 01:26:55,27.2,electronics,b52e71ab-1c29-4256-88a5-76c55b438461,65,NY,tablet,3,0
ce3a5794-62fe-40b3-bb81-a557d734e51a,2022-07-21 13:42:32,10.47,grocery,c533d075-2b6e-4d9c-89a8-56f100cbed1b,47,TX,desktop,6,0
3c44b536-8b2f-4eb1-ab5c-fc59b2b06e23,2022-03-14 10:48:57,27.86,grocery,c73bccf1-d7b8-4d83-ad87-f73c8a217e8c,24,FL,desktop,0,0
f78eaf61-79c3-44b9-9ffb-fbe1edb4d864,2023-03-30 18:43:56,128.11,fashion,0ca1d559-d52d-44e3-9eb6-5be777ca6830,29,FL,mobile,1,0
9f202dda-70c0-440b-8af1-25f9bef8f08f,2022-11-12 20:49:58,193.58,entertainment,98ed2427-8c03-486e-9695-6a899b2b6e40,20,IL,mobile,4,0
78d3fe01-4982-47b3-90d4-5c2ee7fd6e7a,2023-12-04 20:46:10,177.33,fashion,de935517-18a8-4348-afab-2389a4a6d7aa,34,IL,mobile,5,0
e19e121f-95f8-4efc-b8a8-acf26e1cbcec,2024-04-06 08:12:49,50.61,fuel,094f9f15-ad69-46ee-b08d-2b3162623e5a,58,NY,desktop,10,0
db0a6f55-f833-43ca-b297-9a9b66a71541,2024-01-24 15:18:40,110.29,fashion,1717c7ed-9810-44c5-90e2-bd2bcd8cdbc2,49,CA,mobile,3,0
53dcc1c0-ec7a-40d9-b6d0-ed90dbbac734,2023-02-07 20:13:19,22.94,grocery,86df0819-d2fc-407e-8a27-a61e1a03f656,25,NY,mobile,4,0
14fb33b2-71f7-491a-8653-a7f77050d59a,2024-05-24 20:19:27,34.69,entertainment,acf6bf1c-70ae-46ce-9fef-2fab8a368e33,40,IL,tablet,6,0
c369dc6f-2362-4127-915e-e6c72022ca58,2022-01-21 23:30:05,226.66,entertainment,d6853e99-af82-4d88-a3c6-786e6456ed91,55,IL,desktop,2,0
b15cc3a6-d5d4-40e5-b0c9-d4ede5f50e1f,2023-03-06 18:16:11,1.31,fashion,24f34f1d-fc61-4b66-a3ad-9961407f2ef3,47,IL,mobile,3,0
c4afbd1b-9d34-4808-836f-1f3e4c8530f0,2022-01-16 12:52:24,8.94,fuel,2284fbec-07be-4365-ac90-20baef6498c3,32,NY,mobile,7,0
bba18e31-a1a5-4222-9cc9-c4ba08f12ad2,2024-01-19 05:51:12,23.31,grocery,edaad3d8-5fc4-46f2-b164-9daa05e6bd45,27,FL,desktop,3,0
d542e65a-b85f-4a53-bea8-fd3078027204,2022-05-16 11:50:47,2.69,electronics,f6593c5e-dc63-4a0c-9a18-7bec1ed61e49,55,CA,mobile,5,0
07849485-cccc-490d-b6bf-447fcde9f35d,2024-02-04 06:57:44,20.02,entertainment,308e879b-66c3-4b5d-9de3-bcacf60a767c,32,CA,desktop,4,0
dc4fac17-e45b-40b9-ab82-748d28955f71,2022-03-26 20:10:31,87.48,fashion,5a400ddd-edbb-4b8e-87d3-9afa23460bab,47,IL,desktop,5,0
61072447-47f0-4b7d-8e43-c7bf62b3225c,2023-06-22 03:57:19,54.72,fuel,60402436-5fe1-48eb-becb-2e45387fa0f5,63,TX,desktop,3,0
04c299a3-dbf0-4834-b52d-8abb0630be7b,2022-07-30 19:41:20,223.19,fuel,1d2279c3-595b-45fc-9f04-d1f6706f7ca9,43,NY,mobile,3,0
57293234-4b4c-424b-ac89-6a26c04d15f6,2023-05-01 23:24:46,170.07,grocery,30b5107d-9c17-454d-80e2-c11a6bf4163d,68,FL,mobile,6,0
3501e18d-7055-413f-bda1-2eeb9a925447,2024-02-07 23:03:25,41.83,entertainment,24a6f01f-49ec-444a-ae71-f9cecc459f71,62,IL,mobile,1,0
8fed1d12-d785-4ee7-b74f-006514fbb115,2024-04-30 19:33:20,30.03,grocery,37b2f0ec-2cc3-476c-aff6-7782320cce44,31,TX,desktop,3,0
d43ea735-5d93-4770-9e67-04fbe0f200e4,2024-03-12 03:51:35,47.75,electronics,c2ca070f-5a47-4b33-a251-c35100520227,20,IL,mobile,1,0
14ef29ac-d70f-436a-8875-b8251761b77d,2024-10-06 02:33:50,89.23,electronics,b8484805-6273-499d-815d-68d95b8f5172,53,TX,tablet,2,0
5b35e7d2-f703-4bbb-9f82-5f81bc4a9103,2024-02-14 17:19:30,31.21,electronics,802150e7-b638-45d4-b353-d4b93187f2ec,43,CA,desktop,4,0
d4dba66c-4890-46c3-8410-f2647f7acb0c,2022-06-12 01:35:54,97.86,fuel,3157e4f1-4cbc-4291-8109-e0dae7c24f00,31,TX,mobile,2,0
431e8043-a476-44db-a4f7-bd5c8b49f6a6,2024-09-26 05:12:35,52.66,entertainment,7ec7d7bc-bacc-418d-bbd8-a6ce88ebc2e6,48,CA,desktop,3,0
44505388-5d17-4d5d-ae0e-c567edb0072d,2024-06-09 14:58:11,80.31,grocery,c6eb8e04-4c0d-4b30-b592-be4362c8434f,31,CA,mobile,2,0
9292b09e-6dcb-4fca-ba1f-2f43aaf832de,2023-01-23 14:44:20,57.29,grocery,fa08e948-63a6-4e5f-be47-8b24dab38dca,57,NY,desktop,2,0
1196c6b0-dbb8-47c0-afbe-6745f2e8888d,2023-01-03 03:13:32,34.88,electronics,f20e3baf-7684-4398-a37f-49479018bbaf,27,TX,tablet,4,0
2cbb53f2-8c88-44dd-827e-693b16c3885d,2023-09-01 12:00:28,296.53,entertainment,c4f4ad92-ebb8-43d5-8df3-823ee2dd26ef,26,FL,desktop,1,0
bd093a95-7cf3-401b-9682-cd4edaab9c23,2022-04-18 23:25:26,144.23,entertainment,1499c9a2-a902-4c9d-90aa-0b5794278c80,63,FL,desktop,2,0
aba2c60e-8146-44c9-8ffd-571f22400eb4,2022-03-09 16:18:41,15.1,fashion,3acd828d-1116-48e4-bc2f-1d06a44ec668,57,TX,desktop,2,0
0a322a83-21c9-47d4-a012-7f9faa568d8c,2024-04-17 14:37:34,202.85,entertainment,a207b0a1-aaa7-4162-9f4c-bacc49ca3d79,60,NY,mobile,2,0
498032e3-c507-4fd0-9caa-0cb545dfceb4,2024-06-06 13:20:24,66.83,entertainment,4a0e7074-467e-400a-a443-ac3d19b94ae0,59,FL,desktop,1,0
167ab39d-55bb-4ab3-8d08-087c05a5ec73,2023-08-20 09:09:11,224.95,grocery,72bd716c-e6fb-411c-b056-61e623407302,35,IL,mobile,2,0
2c9616f8-9e27-44dc-9d67-a80fdd5dbb98,2023-10-30 06:53:36,160.87,entertainment,8e0360da-31ef-4b3b-945d-db1ce4430b7c,53,FL,desktop,5,0
42953ad1-d1ca-4bbc-b004-f054eb64f4f6,2024-05-14 23:59:42,55.38,entertainment,dca5d3b0-2138-4570-a8dc-96549f56c1a7,53,NY,mobile,4,0
33572163-1aa2-44cf-b331-978ab8b74aea,2022-01-19 15:16:48,2.27,grocery,682bf32d-0d0b-42d0-9379-81b1cf22d9d2,29,CA,mobile,4,0
e2c3bf30-a0a1-45d9-8ef1-3a7251ba0629,2023-12-20 02:00:02,31.29,entertainment,4ad4b48c-266c-4698-a0cb-d6eca2185ad1,67,CA,mobile,3,0
1e2e6434-ec1b-4178-bdc7-1984bc9fcb2b,2023-01-23 17:52:09,78.01,grocery,8f60e239-5f13-4c8b-a844-f7540789f53f,57,CA,mobile,3,0
c4b5bd06-a2a4-471d-8d59-db161e200d79,2023-02-09 01:17:07,100.37,fashion,1045b16e-c54e-4641-b4bb-6c480c89df69,20,NY,desktop,0,0
2eecb7fb-0ca8-49e1-85cd-cb06cc11bbae,2024-01-13 18:59:42,29.83,fuel,836a0e48-a989-47b6-b959-cb763b7a57a8,35,CA,desktop,2,0
00598d0d-88c9-40c4-85b4-16385db3765a,2023-12-20 03:50:43,15.01,grocery,dcc42db9-9ffa-4758-a2ec-c60833d30d65,24,CA,mobile,1,0
004bb026-b023-4cc8-8816-b944b5bd4889,2023-06-29 01:49:42,180.14,grocery,78b19662-822b-409f-982e-b0c7d5b94acf,48,NY,mobile,1,0
7b2d17ea-40be-46f0-8815-da652ef078a9,2022-10-09 08:36:14,416.06,entertainment,864c153b-44b0-45fa-88fe-ebfec6b3cf74,18,IL,mobile,5,0
8b6aecf4-97fb-436d-8d1c-1dbb30e3a623,2022-12-05 15:45:32,74.59,grocery,511ace6b-923d-4a5f-b0bd-755d29f7ddfc,48,FL,tablet,3,0
5b6e43f9-282e-415e-be2f-0907719e5c5b,2024-01-15 07:45:43,18.84,electronics,24c715e3-1d57-4b83-9f6f-466b608d4d2c,30,NY,tablet,1,0
738087c4-6c0f-4d9b-ba9e-754dcb555c6f,2024-03-26 15:17:13,31.79,electronics,b448cd8b-e08e-4633-b2b3-cc4cb40df5e3,46,NY,desktop,4,0
7425211a-f2b2-4917-b010-45fe94287524,2024-02-25 14:20:20,1.86,fashion,c477946b-86a3-4986-89b7-1dca09a77e5a,20,TX,tablet,5,0
1e45a33d-3ae8-4b35-b6ca-b2611b86f002,2022-04-23 10:57:37,245.69,grocery,999f03ec-2870-438a-9083-094b01db0aa3,46,CA,tablet,2,0
6850748a-8923-4867-a7cc-50edde063c5a,2022-03-04 08:43:50,12.53,entertainment,d41f0de8-a590-431f-b022-3d67c1974de4,52,IL,mobile,1,0
28de4ecd-4ce3-45d6-a9ff-2dc684e31e18,2024-11-28 08:00:52,85.92,entertainment,cef7adde-0543-401e-9844-3e904b58d40a,32,TX,mobile,4,0
c31d91c9-6e19-4302-b819-13a706fae05e,2022-11-09 08:33:47,32.03,fuel,61943dc0-e665-420e-bb82-18069f8d3fe9,38,IL,tablet,5,0
b25d3ffe-bf80-46c3-9cde-b53932b7f194,2024-03-12 01:39:19,80.78,fashion,ab6724a0-d1f4-4a0a-80c4-0f1c4944da40,36,CA,tablet,5,0
4964304f-9c7e-4192-a7a9-d27d41c06e86,2023-05-06 05:40:57,105.39,entertainment,78c9d7c5-7765-4fa2-8f91-f073c05c9131,45,CA,tablet,2,0
e8a18426-201c-4241-9bee-0376382eb272,2023-11-10 20:10:49,177.04,fuel,d692118e-2f60-4d13-89ae-c533511264ad,21,CA,mobile,5,0
